2010-01,12,14
2010-02,10,14
2010-03,2,14
2010-04,9,14
2010-05,7,14
2010-06,16,14
2010-07,13,14
2010-08,21,14
2010-09,21,14
2010-10,20,14
2010-11,19,14
2010-12,18,14
